7.003949600039049983e-02,8.947525099938502535e-02,7.396729700030846288e-02,7.542671800001699012e-02,6.991681799991056323e-02,7.558778499969776021e-02,7.280641199940873776e-02,7.543509500010259217e-02,7.878895400062901899e-02,8.183389300029375590e-02,6.967904799967072904e-02,6.928283700017345836e-02,6.427430099938646890e-02,6.844191700020019198e-02,8.295235400055389619e-02,6.944757299970660824e-02,7.157691599968529772e-02,1.054927340001086122e-01,9.041861900004732888e-02
7.288126280000142287e-01,8.540972869996039663e-01,6.477380799997263239e-01,5.758864790004736278e-01,5.763792669995382312e-01,7.527759900003729854e-01,5.996478460001526400e-01,5.037933259991405066e-01,5.192452139999659266e-01,6.689209500000288244e-01,4.973271879998719669e-01,6.448954910001702956e-01,5.534333860005062888e-01,6.232217500000842847e-01,7.175898189998406451e-01,4.945961559997158474e-01,5.244332500005839393e-01,7.272814859998106840e-01,6.575645180000719847e-01
2.190448767000816588e+00,1.703359138000450912e+00,1.881123044000560185e+00,2.316667787000369572e+00,2.048739351999756764e+00,1.649073599999610451e+00,2.228885385000467068e+00,2.315114357999846106e+00,1.828457084000547184e+00,2.318005045999598224e+00,1.865150486000857200e+00,2.013327108999874326e+00,2.224108492000596016e+00,2.310778052000387106e+00,2.321597258000110742e+00,1.984406478999517276e+00,1.757132192999961262e+00,2.317960677999508334e+00,2.330588711000018520e+00
4.153344093999294273e+00,4.102577050000036252e+00,4.095997389999865845e+00,4.101740905999577080e+00,4.092958712999461568e+00,4.107672248999733711e+00,4.168795004999992670e+00,4.191544176999741467e+00,4.152877051000359643e+00,4.109579719000066689e+00,4.117570792000151414e+00,4.115755057000569650e+00,4.102048754999486846e+00,4.128363086999343068e+00,4.122635927999908745e+00,4.295917768000435899e+00,3.895228719000442652e+00,4.240403167000295070e+00,4.182158519000040542e+00
6.487805210000260558e+00,6.389655664999736473e+00,6.418838003000018944e+00,6.404907930999797827e+00,6.418021790000238980e+00,6.460624131999793462e+00,6.403092117999221955e+00,6.398691143999712949e+00,6.407332374999896274e+00,6.385804081000060251e+00,6.401285590000043157e+00,6.393626453000251786e+00,6.409891502000391483e+00,6.366602592000162986e+00,6.494315826999809360e+00,6.392340212000817701e+00,6.411377041999912763e+00,6.374522865000471938e+00,6.388688073000594159e+00
9.215554650999365549e+00,9.238140845000089030e+00,9.239912632000596204e+00,9.248396193999724346e+00,9.181366464999882737e+00,9.230991543000527599e+00,9.210245804999431130e+00,9.231571045999771741e+00,9.259680281999862927e+00,9.233882157000152802e+00,9.237905762000082177e+00,9.260310768999261199e+00,9.203769839999949909e+00,9.208955267999954231e+00,9.259493634000136808e+00,9.221591296000042348e+00,9.177395572000023094e+00,9.234745431000192184e+00,9.199138538000624976e+00
1.250104665499929979e+01,1.247378867199950037e+01,1.257348189500044100e+01,1.250075542400008999e+01,1.259890480100057175e+01,1.259864168200056156e+01,1.262054632400031551e+01,1.258558624600027542e+01,1.256406105399946682e+01,1.253152778499861597e+01,1.259193273999881058e+01,1.249463094299971999e+01,1.257214027600093686e+01,1.245469520300139266e+01,1.254838471000039135e+01,1.252359324200006085e+01,1.254585285599932831e+01,1.254922114500004682e+01,1.271575271899928339e+01
1.638341227399905620e+01,1.638438519699957396e+01,1.649707085599948186e+01,1.638912798999990628e+01,1.644062745200062636e+01,1.643893860099888116e+01,1.654022641099982138e+01,1.658556100399982824e+01,1.636848160899899085e+01,1.635430740999981936e+01,1.635036626800138038e+01,1.642278126600103860e+01,1.628867492899917124e+01,1.670849535799970909e+01,1.648304091899990453e+01,1.642213330699996732e+01,1.642356244700022216e+01,1.649053208099940093e+01,1.680199577399980626e+01
2.094273934599914355e+01,2.083288976800031378e+01,2.078463529199871118e+01,2.066966024000066682e+01,2.106339218900029664e+01,2.092572262800058525e+01,2.088112882299901685e+01,2.124617685900011566e+01,2.079042354000011983e+01,2.077641712500007998e+01,2.074782255099853501e+01,2.099710574500022631e+01,2.071916000000055647e+01,2.093074395599978743e+01,2.082483119700009411e+01,2.092883201299991924e+01,2.096239943899854552e+01,2.096081312499882188e+01,2.104434616500111588e+01
2.561611780400016869e+01,2.579046547000143619e+01,2.593226578599933418e+01,2.571024320700053067e+01,2.576747478400102409e+01,2.585899013099879085e+01,2.588475301799917361e+01,2.581741960799990920e+01,2.596107152200056589e+01,2.572770916599984048e+01,2.555981058699944697e+01,2.549229150999963167e+01,2.552285530699919036e+01,2.547891438700025901e+01,2.557635227499849861e+01,2.558501984999929846e+01,2.543133536999994249e+01,2.549365847400076746e+01,2.547703692799950659e+01
