7.254240044858306646e-04,5.547359905904158950e-04,6.722499965690076351e-04,5.285079969326034188e-04,5.629520019283518195e-04,4.068970010848715901e-04,4.266650066711008549e-04,6.298600055743008852e-04,7.338950090343132615e-04,4.836009902646765113e-04,7.115849875845015049e-04,6.273879989748820662e-04,6.395980017259716988e-04,7.063329976517707109e-04,2.666680084075778723e-04,6.911990058142691851e-04,5.016729992348700762e-04,3.054800035897642374e-04,6.581380002899095416e-04
2.858132007531821728e-03,2.200819988502189517e-03,2.619359991513192654e-03,2.216893990407697856e-03,2.853133002645336092e-03,8.427769935224205256e-04,1.626315002795308828e-03,2.188087004469707608e-03,2.899498998885974288e-03,2.475156012224033475e-03,2.884293004171922803e-03,1.641187991481274366e-03,2.364618005231022835e-03,2.824263006914407015e-03,1.427081995643675327e-03,2.354088006541132927e-03,2.158652991056442261e-03,2.074863004963845015e-03,2.047900998149998486e-03
4.520481001236476004e-03,3.515731004881672561e-03,5.157241001143120229e-03,5.470864009112119675e-03,5.987044991343282163e-03,6.389002010109834373e-03,2.880191997974179685e-03,5.731703000492416322e-03,5.576121009653434157e-03,1.627007004572078586e-03,5.635089997667819262e-03,4.562997986795380712e-03,4.062819993123412132e-03,4.565882991300895810e-03,2.724831996602006257e-03,4.289208998670801520e-03,5.161730994586832821e-03,3.754857010790146887e-03,3.867806997732259333e-03
1.046435399621259421e-02,5.836622993228957057e-03,1.216165500227361917e-02,1.107382400368805975e-02,9.781073007616214454e-03,8.657603990286588669e-03,1.007670800026971847e-02,9.779813000932335854e-03,8.076247002463787794e-03,2.580158994533121586e-03,8.836812005029059947e-03,8.424066996667534113e-03,1.052830400294624269e-02,1.193335099378600717e-02,3.291198998340405524e-03,9.526334004476666451e-03,1.266477099852636456e-02,6.908915005624294281e-03,9.979776004911400378e-03
1.770293599111028016e-02,7.742799003608524799e-03,1.673629699507728219e-02,1.652362500317394733e-02,1.446266799757722765e-02,5.754283003625459969e-03,1.505442099005449563e-02,1.334412500727921724e-02,1.714983100828249007e-02,1.618510398839134723e-02,1.865354500478133559e-02,8.592129990574903786e-03,1.663551900128368288e-02,1.765917999728117138e-02,6.689525995170697570e-03,1.387477300886530429e-02,1.695239898981526494e-02,6.542363000335171819e-03,1.791573800437618047e-02
2.205143899482209235e-02,2.606196000124327838e-02,2.357244999438989908e-02,2.482002500619273633e-02,2.956262399675324559e-02,2.461980900261551142e-02,1.975835699704475701e-02,1.677987098810262978e-02,2.161368400265928358e-02,2.405023699975572526e-02,2.793511199706699699e-02,1.461551700776908547e-02,2.416027498838957399e-02,2.383999399899039418e-02,1.218036700447555631e-02,1.858874900790397078e-02,2.184778699302114546e-02,1.870652700017672032e-02,2.847010199911892414e-02
2.216617400699760765e-02,2.921975000936072320e-02,3.925271499610971659e-02,3.239153600588906556e-02,3.661494700645562261e-02,1.820238500658888370e-02,3.215511101006995887e-02,3.011418200912885368e-02,3.749712200078647584e-02,3.696042500087060034e-02,4.128682099690195173e-02,3.620544700243044645e-02,3.249822300858795643e-02,3.512216800299938768e-02,2.523802300856914371e-02,3.143626199744176120e-02,3.554017501301132143e-02,1.806560299883130938e-02,3.416423400631174445e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
