7.217927000601775944e-02,8.783775899792090058e-02,7.508685500943101943e-02,7.520806899992749095e-02,7.150393100164365023e-02,7.602082099765539169e-02,7.223700000031385571e-02,7.567187800304964185e-02,8.039274900511372834e-02,8.392077600001357496e-02,6.961105299706105143e-02,6.921388600312639028e-02,6.332501300494186580e-02,7.025318399246316403e-02,8.222725099767558277e-02,6.804355300846509635e-02,6.934004199865739793e-02,1.020288260042434558e-01,9.096565999789163470e-02
5.492014880001079291e-01,5.372065909905359149e-01,5.406666310009313747e-01,4.005877890012925491e-01,5.400861310045002028e-01,5.369812509889015928e-01,5.375600359984673560e-01,5.492287259985459968e-01,5.518165039975428954e-01,5.420196459890576079e-01,4.064084080018801615e-01,5.526352310116635635e-01,5.336592280073091388e-01,5.320376500021666288e-01,5.371293119969777763e-01,5.325769280025269836e-01,5.318000550032593310e-01,5.303525960043771192e-01,5.307336169935297221e-01
1.033931001002201810e+00,1.018925685988506302e+00,1.024430901990854181e+00,1.020915211993269622e+00,1.019248230993980542e+00,1.018146522997994907e+00,1.021080518999951892e+00,1.016110308002680540e+00,1.022309948995825835e+00,1.017279798994422890e+00,1.018615107997902669e+00,1.017536229992401786e+00,1.020506711007328704e+00,1.026951790001476184e+00,1.037762295003631152e+00,1.033709091003402136e+00,1.044005837989971042e+00,1.040743680990999565e+00,1.023586048002471216e+00
1.737729264990775846e+00,1.736568969005020335e+00,1.776597203002893366e+00,1.718567882999195717e+00,1.721663578005973250e+00,1.718092265000450425e+00,1.718992334994254634e+00,1.719666829987545498e+00,1.715134247002424672e+00,1.716182370000751689e+00,1.715601251009502448e+00,1.714370540998061188e+00,1.718710628992994316e+00,1.720978313009254634e+00,1.758291221005492844e+00,1.748832653000135906e+00,1.740212880002218299e+00,1.747937182008172385e+00,1.717657373010297306e+00
2.642313457996351644e+00,2.637283033007406630e+00,2.670032174995867535e+00,2.652741155005060136e+00,2.653678252987447195e+00,2.648812878003809601e+00,2.617532418997143395e+00,2.624429214003612287e+00,2.626631225997698493e+00,2.599952746008057147e+00,2.642515356987132691e+00,2.663189373997738585e+00,2.637611689002369530e+00,2.611163187000784092e+00,2.620176604003063403e+00,2.661816050997003913e+00,2.640262018001521938e+00,2.637290736005525105e+00,2.653730128993629478e+00
3.804819038006826304e+00,3.713297131995204836e+00,3.708694281987845898e+00,3.711429522998514585e+00,3.713919539004564285e+00,3.703125596002792008e+00,3.764057089996640570e+00,3.688485942999250256e+00,3.782416007001302205e+00,3.689906287007033825e+00,3.680968429005588405e+00,3.687434628009214066e+00,3.684833826002432033e+00,3.681982856011018157e+00,3.686800337003660388e+00,3.702869365006336011e+00,3.736827199987601489e+00,3.750000994987203740e+00,3.769645230000605807e+00
5.038003867011866532e+00,5.002175436995457858e+00,4.992883882005116902e+00,4.982005109006422572e+00,5.006637250000494532e+00,5.092528312001377344e+00,5.001403153000865132e+00,5.099794447000022046e+00,5.087965836995863356e+00,5.102195910993032157e+00,5.090593646003981121e+00,5.047395649991813116e+00,5.024117004999425262e+00,5.029371231008553877e+00,5.018508530003600754e+00,5.048599582994938828e+00,5.037114819002454169e+00,5.098295802992652170e+00,5.020296243994380347e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
